Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR20994079,WGS,302,22478370682,PRJNA867688,SAMN30219752,Invertebrate,7167809262,UCLA,"SHL\, BML",1999-02-17,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010728,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02E04,San Pedro,33.70445 N 118.2946 W,AWJG02E04,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:02:00Z,1,AWJG02E04,SRP390753,epipodial
SRR20994080,WGS,302,15800531582,PRJNA867688,SAMN30219751,Invertebrate,5214038019,UCLA,De Wit/Barshis,2011-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010727,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02D04,Hopkins (Monterey),36.62073333 N 121.90196666 W,AWJG02D04,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:43:00Z,1,AWJG02D04,SRP390753,epipodial
SRR20994082,WGS,302,21769858750,PRJNA867688,SAMN30219750,Invertebrate,7044249956,UCLA,"SHL\, BML",1998-12-18,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010725,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02B04,Shelter Cover,40.02043888 N 124.06986666 W,AWJG02B04,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:48:00Z,1,AWJG02B04,SRP390753,epipodial
SRR20994083,WGS,302,28140302620,PRJNA867688,SAMN30219749,Invertebrate,8835917746,UCLA,"SHL\, BML",2007-02-05,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010724,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02A04,VanDamme,39.26975833 N 123.79865833 W,AWJG02A04,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:29:00Z,1,AWJG02A04,SRP390753,epipodial
SRR20994084,WGS,302,23200441508,PRJNA867688,SAMN30219748,Invertebrate,7626052852,UCLA,"SHL\, BML",1999-08-20,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010723,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02G03,Crescent City,41.74355833 N 124.20152777 W,AWJG02G03,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:09:00Z,1,AWJG02G03,SRP390753,epipodial
SRR20994085,WGS,302,19708378664,PRJNA867688,SAMN30219747,Invertebrate,6297232268,UCLA,ODFW,2021-06-17,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010722,USA,North America,USA:Oregon,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02F03,"Port Orford\, Nellie's Cove",42.4414 N 124.3025 W,AWJG02F03,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:58:00Z,1,AWJG02F03,SRP390753,epipodial
SRR20994086,WGS,302,16476786592,PRJNA867688,SAMN30219746,Invertebrate,5305160734,UCLA,"SHL\, BML",2008-03-29,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010721,USA,North America,USA:Oregon,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02E03,Brookings,42.04461111 N 124.28393611 W,AWJG02E03,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:20:00Z,1,AWJG02E03,SRP390753,epipodial
SRR20994087,WGS,302,29452366384,PRJNA867688,SAMN30219745,Invertebrate,9221686049,UCLA,"SHL\, BML",2007-08-25,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX17010720,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02D03,San Miguel Isle,34.05266111 N 120.34653611 W,AWJG02D03,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:15:00Z,1,AWJG02D03,SRP390753,epipodial
SRR20994088,WGS,302,27195663230,PRJNA867688,SAMN30219744,Invertebrate,8532502800,UCLA,"SHL\, BML",2010-05-14,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010719,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02B03,Bodega Bay,38.31356666 N 123.07554722 W,AWJG02B03,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:14:00Z,1,AWJG02B03,SRP390753,epipodial
SRR20994089,WGS,302,24444077810,PRJNA867688,SAMN30219743,Invertebrate,7619843949,UCLA,"SHL\, BML",2007-08-06,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX17010718,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02A03,Timber Cove,38.530525 N 123.27260555 W,AWJG02A03,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T18:04:00Z,1,AWJG02A03,SRP390753,epipodial
SRR20994090,WGS,302,30182881130,PRJNA867688,SAMN30219742,Invertebrate,9785382551,UCLA,"SHL\, BML",1999-10-22,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010717,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02H02,Trinidad,41.05053333 N 124.15049166 W,AWJG02H02,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T20:35:00Z,1,AWJG02H02,SRP390753,epipodial
SRR20994091,WGS,302,20312034384,PRJNA867688,SAMN30219741,Invertebrate,6666256063,UCLA,"SHL\, BML",1999-08-20,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX17010716,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG02G02,Crescent City,41.74355833 N 124.20152777 W,AWJG02G02,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:04:00Z,1,AWJG02G02,SRP390753,epipodial
SRR20993840,WGS,302,23146533300,PRJNA867688,SAMN30219679,Invertebrate,7479944569,UCLA,"SHL\, BML",1999-02-17,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX17010967,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01E06,San Pedro,33.70445 N 118.2946 W,AWJG01E06_S48,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:05:00Z,1,AWJG01E06,SRP390753,epipodial
SRR20993841,WGS,302,10761148786,PRJNA867688,SAMN30219678,Invertebrate,3735812080,UCLA,De Wit/Leary,2011-02-02,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010966,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01D06,Hopkins (Monterey),36.62073333 N 121.90196666 W,AWJG01D06_S49,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:39:00Z,1,AWJG01D06,SRP390753,epipodial
SRR20993842,WGS,302,22258849298,PRJNA867688,SAMN30219677,Invertebrate,7192227763,UCLA,"SHL\, BML",2003-04-30,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010965,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01C06,Point Reyes,37.98801666 N 122.96269722 W,AWJG01C06_S50,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T18:02:00Z,1,AWJG01C06,SRP390753,epipodial
SRR20993843,WGS,302,25461312564,PRJNA867688,SAMN30219676,Invertebrate,8087219881,UCLA,"SHL\, BML",2007-08-06,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010964,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01B06,Timber Cove,38.530525 N 123.27260555 W,AWJG01B06_S51,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:04:00Z,1,AWJG01B06,SRP390753,epipodial
SRR20993844,WGS,302,21201964964,PRJNA867688,SAMN30219675,Invertebrate,6755888246,UCLA,"SHL\, BML",1999-10-27,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010963,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01A06,House Cove,39.36008333 N 123.82366666 W,AWJG01A06_S52,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:15:00Z,1,AWJG01A06,SRP390753,epipodial
SRR20993845,WGS,302,25398213590,PRJNA867688,SAMN30219674,Invertebrate,8189691373,UCLA,"SHL\, BML",1999-10-22,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010962,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01G05,Trinidad,41.05053333 N 124.15049166 W,AWJG01G05_S53,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:56:00Z,1,AWJG01G05,SRP390753,epipodial
SRR20993846,WGS,302,25925498644,PRJNA867688,SAMN30219673,Invertebrate,8198675958,UCLA,"SHL\, BML",2008-03-29,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010961,USA,North America,USA:Oregon,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01F05,Brookings,42.04461111 N 124.28393611 W,AWJG01F05_S54,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:15:00Z,1,AWJG01F05,SRP390753,epipodial
SRR20993847,WGS,302,22026303862,PRJNA867688,SAMN30219672,Invertebrate,7264777165,UCLA,Fabiola Lafarga,2016,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX17010960,Mexico,North America,Mexico:Baja California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01E05,Punta San Jose,31.46263611 N 116.59057777 W,AWJG01E05_S55,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:51:00Z,1,AWJG01E05,SRP390753,epipodial
SRR20993848,WGS,302,30105289780,PRJNA867688,SAMN30219671,Invertebrate,9665087264,UCLA,"SHL\, BML",2007-08-25,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX17010959,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01D05,San Miguel Isle,34.05266111 N 120.34653611 W,AWJG01D05_S56,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T19:14:00Z,1,AWJG01D05,SRP390753,epipodial
SRR20993849,WGS,302,24164396516,PRJNA867688,SAMN30219644,Invertebrate,7847260578,UCLA,Fabiola Lafarga,2019/2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010958,Mexico,North America,Mexico:Baja California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01F01,Ensenada,31.86674 N 116.59637 W,AWJG01F01_S83,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:02:00Z,1,AWJG01F01,SRP390753,epipodial
SRR20993850,WGS,302,21461309276,PRJNA867688,SAMN30219670,Invertebrate,7123374469,UCLA,"SHL\, BML",1998-12-17,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX17010957,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01C05,Monterey,36.639425 N 121.93438888 W,AWJG01C05_S57,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T18:54:00Z,1,AWJG01C05,SRP390753,epipodial
SRR20993851,WGS,302,21494501794,PRJNA867688,SAMN30219669,Invertebrate,6923562656,UCLA,"SHL\, BML",2010-05-14,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX17010956,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01B05,Bodega Bay,38.31356666 N 123.07554722 W,AWJG01B05_S58,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:58:00Z,1,AWJG01B05,SRP390753,epipodial
SRR20993852,WGS,302,17273956966,PRJNA867688,SAMN30219668,Invertebrate,5777960013,UCLA,"SHL\, BML",2007-08-06,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX17010955,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01A05,Timber Cove,38.530525 N 123.27260555 W,AWJG01A05_S59,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:43:00Z,1,AWJG01A05,SRP390753,epipodial
SRR20993853,WGS,302,26460332188,PRJNA867688,SAMN30219667,Invertebrate,8594483091,UCLA,"SHL\, BML",1999-08-20,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010954,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01H04,Crescent City,41.74355833 N 124.20152777 W,AWJG01H04_S60,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T19:52:00Z,1,AWJG01H04,SRP390753,epipodial
SRR20993861,WGS,302,25391890616,PRJNA867688,SAMN30219666,Invertebrate,8260394443,UCLA,"SHL\, BML",2009,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX17010946,USA,North America,USA:Oregon,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01G04,"Port Orford\, Nellie's Cove",42.73890555 N 124.50217777 W,AWJG01G04_S61,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:40:00Z,1,AWJG01G04,SRP390753,epipodial
SRR20993862,WGS,302,20362142526,PRJNA867688,SAMN30219724,Invertebrate,6578569455,UCLA,"SHL\, BML",2008-03-29,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX17010945,USA,North America,USA:Oregon,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01F12,Brookings,42.04461111 N 124.28393611 W,AWJG01F12_S3,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:20:00Z,1,AWJG01F12,SRP390753,epipodial
SRR20993863,WGS,302,19861613766,PRJNA867688,SAMN30219723,Invertebrate,6494633687,UCLA,Fabiola Lafarga,2014,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010944,Mexico,North America,Mexico:Baja California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01E12,Santo Tomas,31.54910277 N 116.68323611 W,AWJG01E12_S4,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:49:00Z,1,AWJG01E12,SRP390753,epipodial
SRR20993864,WGS,302,21473725100,PRJNA867688,SAMN30219722,Invertebrate,7105473118,UCLA,Andrew Harmer,2021-05-05,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010943,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01D12,"Morro Bay\, Pup Rock",35.21835 N 120.86861 W,AWJG01D12_S5,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:06:00Z,1,AWJG01D12,SRP390753,epipodial
SRR20993865,WGS,302,25262844204,PRJNA867688,SAMN30219721,Invertebrate,8061993814,UCLA,"SHL\, BML",2003-04-30,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010942,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01C12,Point Reyes,37.98801666 N 122.96269722 W,AWJG01C12_S6,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:15:00Z,1,AWJG01C12,SRP390753,epipodial
SRR20993866,WGS,302,19963825364,PRJNA867688,SAMN30219649,Invertebrate,6506452884,UCLA,Fabiola Lafarga,2014,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010941,Mexico,North America,Mexico:Baja California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01E02,Santo Tomas,31.54910277 N 116.68323611 W,AWJG01E02_S78,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:45:00Z,1,AWJG01E02,SRP390753,epipodial
SRR20993867,WGS,302,27946540930,PRJNA867688,SAMN30219720,Invertebrate,8924958439,UCLA,"SHL\, BML",2014-06-15,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX17010940,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01B12,Muniz Ranch,38.45571944 N 123.14509722 W,AWJG01B12_S7,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:55:00Z,1,AWJG01B12,SRP390753,epipodial
SRR20993868,WGS,302,26640137552,PRJNA867688,SAMN30219719,Invertebrate,8455590436,UCLA,"SHL\, BML",2007-02-05,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX17010939,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01A12,VanDamme,39.26975833 N 123.79865833 W,AWJG01A12_S8,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:09:00Z,1,AWJG01A12,SRP390753,epipodial
SRR20993869,WGS,302,28162874100,PRJNA867688,SAMN30219718,Invertebrate,9211504215,UCLA,"SHL\, BML",1999-10-27,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010938,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01H11,House Cove,39.36008333 N 123.82366666 W,AWJG01H11_S9,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:04:00Z,1,AWJG01H11,SRP390753,epipodial
SRR20993870,WGS,302,18597102016,PRJNA867688,SAMN30219717,Invertebrate,6148089074,UCLA,ODFW,2021-06-17,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010937,USA,North America,USA:Oregon,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01G11,"Port Orford\, Nellie's Cove",42.4414 N 124.3025 W,AWJG01G11_S10,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:37:00Z,1,AWJG01G11,SRP390753,epipodial
SRR20993871,WGS,302,16753000322,PRJNA867688,SAMN30219716,Invertebrate,5573571561,UCLA,"SHL\, BML",2008-03-29,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX17010936,USA,North America,USA:Oregon,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01F11,Brookings,42.04461111 N 124.28393611 W,AWJG01F11_S11,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:57:00Z,1,AWJG01F11,SRP390753,epipodial
SRR20993872,WGS,302,23070028848,PRJNA867688,SAMN30219715,Invertebrate,7378990172,UCLA,"SHL\, BML",1999-02-17,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010935,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01E11,San Pedro,33.70445 N 118.2946 W,AWJG01E11_S12,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:59:00Z,1,AWJG01E11,SRP390753,epipodial
SRR20993873,WGS,302,9548154612,PRJNA867688,SAMN30219714,Invertebrate,3205193932,UCLA,De Wit/Leary,2011-02-02,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX17010934,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01D11,Hopkins (Monterey),36.62073333 N 121.90196666 W,AWJG01D11_S13,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:31:00Z,1,AWJG01D11,SRP390753,epipodial
SRR20993874,WGS,302,27450392982,PRJNA867688,SAMN30219713,Invertebrate,8794878409,UCLA,"SHL\, BML",2003-04-30,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX17010933,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01C11,Point Reyes,37.98801666 N 122.96269722 W,AWJG01C11_S14,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:00:00Z,1,AWJG01C11,SRP390753,epipodial
SRR20993875,WGS,302,26407794456,PRJNA867688,SAMN30219712,Invertebrate,8485323686,UCLA,"SHL\, BML",2007-08-06,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17010932,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01B11,Timber Cove,38.530525 N 123.27260555 W,AWJG01B11_S15,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:15:00Z,1,AWJG01B11,SRP390753,epipodial
SRR20993876,WGS,302,21431924374,PRJNA867688,SAMN30219711,Invertebrate,6940145236,UCLA,"SHL\, BML",2007-02-05,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX17010931,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01A11,VanDamme,39.26975833 N 123.79865833 W,AWJG01A11_S16,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:55:00Z,1,AWJG01A11,SRP390753,epipodial
SRR20993877,WGS,302,19069320088,PRJNA867688,SAMN30219648,Invertebrate,6178543578,UCLA,Andrew Harmer,2021-05-05,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX17010930,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01D02,"Morro Bay\, Pup Rock",35.21835 N 120.86861 W,AWJG01D02_S79,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:57:00Z,1,AWJG01D02,SRP390753,epipodial
SRR20993878,WGS,302,28805812470,PRJNA867688,SAMN30219710,Invertebrate,9322873092,UCLA,"SHL\, BML",1999-10-22,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010929,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01H10,Trinidad,41.05053333 N 124.15049166 W,AWJG01H10_S17,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T17:21:00Z,1,AWJG01H10,SRP390753,epipodial
SRR20993879,WGS,302,20311402600,PRJNA867688,SAMN30219709,Invertebrate,6685314247,UCLA,Ian Taniguchi,2021-05-18,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX17010928,USA,North America,USA:California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01G10,Point Loma,32.67363333 N 117.24614722 W,AWJG01G10_S18,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:44:00Z,1,AWJG01G10,SRP390753,epipodial
SRR20993880,WGS,302,20851237868,PRJNA867688,SAMN30219708,Invertebrate,6725097411,UCLA,"SHL\, BML",2008-03-29,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX17010927,USA,North America,USA:Oregon,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01F10,Brookings,42.04461111 N 124.28393611 W,AWJG01F10_S19,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:58:00Z,1,AWJG01F10,SRP390753,epipodial
SRR20993881,WGS,302,21843780800,PRJNA867688,SAMN30219707,Invertebrate,7292187016,UCLA,Fabiola Lafarga,2016,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX17010926,Mexico,North America,Mexico:Baja California,Illumina NovaSeq 6000,Haliotis_rufescens_AWJG01E10,Punta San Jose,31.46263611 N 116.59057777 W,AWJG01E10_S20,PAIRED,RANDOM,GENOMIC,Haliotis rufescens,ILLUMINA,2024-08-06T00:00:00Z,2022-08-09T16:55:00Z,1,AWJG01E10,SRP390753,epipodial
